model,raw_model,input_mode,source_video,task_family,premise,condition,statement_type,statement,score,response,error,result_file,line_number
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,20
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",90,90,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,20
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,20
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",70,70,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,20
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,20
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,20
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Positive).m4v,ScalarImplicature1,ControlPremise,Positive,baseline,"This week, John will punch a lot.",90,90,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,20
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",60,60,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,21
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,21
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,21
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,target,"This week, Jenny will punch, but not a lot.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,21
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,22
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",0,0,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,22
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,22
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature1_TargetPremise(Negative).m4v,ScalarImplicature1,TargetPremise,Negative,baseline,"This week, Jenny will not punch at all.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,22
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,23
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",0,0,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,23
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,23
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,target,"This week, Jenny will punch, but not a lot.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,23
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",85,85,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,24
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",0,0,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,24
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,24
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature1_ControlPremise(Negative).m4v,ScalarImplicature1,ControlPremise,Negative,baseline,"This week, Jenny will not punch at all.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,24
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature2_TargetPremise(Positive).m4v,ScalarImplicature2,TargetPremise,Positive,target,"This week, Peter will shoot at targets, but not many.",80,80,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,25
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature2_TargetPremise(Positive).m4v,ScalarImplicature2,TargetPremise,Positive,target,"This week, Peter will shoot at targets, but not many.",75,"75

The video suggests that Peter",,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,25
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature2_TargetPremise(Positive).m4v,ScalarImplicature2,TargetPremise,Positive,target,"This week, Peter will shoot at targets, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,25
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature2_TargetPremise(Positive).m4v,ScalarImplicature2,TargetPremise,Positive,target,"This week, Peter will shoot at targets, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,25
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature2_TargetPremise(Positive).m4v,ScalarImplicature2,TargetPremise,Positive,target,"This week, Peter will shoot at targets, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,25
